,title,directors,actors,genres
4445,Kai Po Che!,['Abhishek Kapoor'],"['Rajkummar Rao', ' Amit Sadh', ' Sushant Singh Rajput', ' Amrita Puri', ' Digvijay Deshmukh', ' Asif Basra', ' Manav Kaul', ' Ashish Kakkad']","['Dramas', ' International Movies', ' Sports Movies']"
4446,Kalakalappu,['Sundar C.'],"['Vimal', ' Anjali', ' Shiva', ' Oviya', ' Santhanam', ' John Vijay', ' M. Ilavarasu', ' Manobala']","['Comedies', ' International Movies', ' Music & Musicals']"
4447,Katt Williams: The Pimp Chronicles: Pt. 1,['Gary Binkow'],"['Katt Williams', ' Anthony Anderson']",['Stand-Up Comedy']
4448,Katti Batti,['Nikhil Advani'],"['Imran Khan', ' Kangana Ranaut', ' Abhishek Saha', ' Mithila Palkar', ' Vivan Bhatena', ' Suhaas Ahuja', ' Nicole Faria', ' Adaar Malik']","['Comedies', ' Dramas', ' International Movies']"
4449,Life in a ... Metro,['Anurag Basu'],"['Dharmendra', ' Irrfan Khan', ' Konkona Sen Sharma', ' Kay Kay Menon', ' Shilpa Shetty', ' Shiney Ahuja', ' Sharman Joshi', ' Kangana Ranaut', ' Nafisa Ali', ' Manoj Pahwa']","['Dramas', ' International Movies', ' Music & Musicals']"
4450,Marc Maron: Thinky Pain,['Lance Bangs'],['Marc Maron'],['Stand-Up Comedy']
4451,Mumbai Meri Jaan,['Nishikant Kamat'],"['Madhavan', ' Irrfan Khan', ' Soha Ali Khan', ' Paresh Rawal', ' Kay Kay Menon', ' Anand Goradia', ' Vijay Maurya', ' Vibhavari Deshpande', ' Santosh Juvekar', ' Kamlesh Sawant']","['Dramas', ' International Movies']"
4452,Mundeyan Ton Bachke Rahin,['Navinder Pal Singh'],"['Roshan Prince', ' Jassi Gill', ' Simran Kaur Mundi', ' Bharti Singh', ' Anshu Sawhney', ' Hobby Dhaliwal', ' Sunita Dhir', ' Minto', ' Manoj Sabarwal', ' Sunny Gill']","['Comedies', ' International Movies', ' Music & Musicals']"
4453,No One Killed Jessica,['Raj Kumar Gupta'],"['Rani Mukerji', ' Vidya Balan', ' Myra Karn', ' Neil Bhoopalam', ' Rajesh Sharma', ' Mohammed Zeeshan Ayyub', ' Bubbles Sabharwal', ' Satyadeep Misra', ' Yogendra Tikku', ' Geeta Sudan']","['Dramas', ' International Movies']"
4454,Oye Lucky! Lucky Oye!,['Dibakar Banerjee'],"['Abhay Deol', ' Paresh Rawal', ' Neetu Chandra', ' Archana Puran Singh', ' Manu Rishi Chadha', ' Richa Chadda', ' Anurag Arora', ' Rajender Sethi', ' Manjot Singh', ' Chandan Anand']","['Comedies', ' Dramas', ' International Movies']"
4455,Paan Singh Tomar,['Tigmanshu Dhulia'],"['Irrfan Khan', ' Mahie Gill', ' Rajendra Gupta', ' Brijendra Kala', ' Jahangir Khan', ' Vipin Sharma', ' Zakir Hussain']","['Action & Adventure', ' Dramas', ' International Movies']"
4456,Raja Natwarlal,['Kunal Deshmukh'],"['Emraan Hashmi', ' Humaima Malik', ' Paresh Rawal', ' Kay Kay Menon', ' Deepak Tijori', ' Prachi Shah', ' Mohammed Zeeshan Ayyub']","['Dramas', ' International Movies', ' Thrillers']"
4457,Satyagraha,['Prakash Jha'],"['Kareena Kapoor', ' Amitabh Bachchan', ' Ajay Devgn', ' Arjun Rampal', ' Amrita Rao', ' Manoj Bajpayee', ' Vipin Sharma', ' Anjali Patil']","['Dramas', ' International Movies', ' Music & Musicals']"
4458,Settai,['R. Kannan'],"['Arya', ' Anjali', ' Hansika Motwani', ' Santhanam', ' Premgi Amaren', ' Nasser']","['Comedies', ' International Movies', ' Music & Musicals']"
4459,Sigaram Thodu,['Gaurav Narayanan'],"['Vikram Prabhu', ' Sathyaraj', ' Monal Gajjar', ' Sathish', ' Erode Mahesh', ' Gaurav Narayanan']","['Dramas', ' International Movies', ' Thrillers']"
4460,Sommore: The Reign Continues,['Kevin Layne'],['Sommore'],['Stand-Up Comedy']
4462,The Untold Tales of Armistead Maupin,['Jennifer M. Kroot'],"['Armistead Maupin', ' Neil Gaiman', ' Laura Linney', ' Ian McKellen', ' Amy Tan', ' Margaret Cho', ' Jonathan Groff', ' Amanda Palmer']","['Documentaries', ' LGBTQ Movies']"
4463,Vaya,['Akin Omotoso'],"['Mncedisi Shabangu', ' Sihle Xaba', ' Sibusiso Msimang', ' Zimkhitha Nyoka', ' Warren Masemola', ' Nomonde Mbusi', ' Azwile Chamane', ' Harriet Lenabe']","['Dramas', ' Independent Movies', ' International Movies']"
4464,Welcome to Sajjanpur,['Shyam Benegal'],"['Shreyas Talpade', ' Amrita Rao', ' Ravi Kishan', ' Ila Arun', ' Rajeshwari Sachdev', ' Divya Dutta', ' Yashpal Sharma', ' Ravi Jhankal', ' Lalit Mohan Tiwari']","['Comedies', ' Dramas', ' International Movies']"
4465,Yeh Hai Bakrapur,,"['Amit Sial', ' Yoshika Verma', ' Anshuman Jha', ' Asif Basra', ' Suruchi Aulakh']","['Comedies', ' Dramas', ' Independent Movies']"
4466,Zokkomon,['Satyajit Bhatkal'],"['Darsheel Safary', ' Anupam Kher', ' Manjari Fadnis', ' Tinnu Anand', ' Sheeba Chaddha', ' S.M. Zaheer', ' Aayam Mehta', ' Gargi Datar', ' Jai Vyas']","['Children & Family Movies', ' Dramas']"
4467,Gun City,['Dani de la Torre'],"['Luis Tosar', ' Michelle Jenner', ' Vicente Romero', ' Manolo Solo', ' Paco Tous', ' Adriana Torrebejano', ' Pep Tosar', ' Jaime Lorente', ' Ernesto Alterio', ' Fernando Cayo']","['Dramas', ' International Movies', ' Thrillers']"
4468,Heneral Luna,['Jerrold Tarog'],"['John Arcilla', ' Mon Confiado', ' Arron Villaflor', ' Joem Bascon', ' Archie Alemania', ' Art Acuña', ' Alex Medina', ' Nonie Buencamino', ' Lorenz Martinez', ' Jeffrey Quizon', ' Alvin Anson', ' Mylene Dizon', ' Bing Pimentel', ' Leo Martinez', ' Ketchup Eusebio', ' Ronnie Lazaro', ' Paulo Avelino']","['Dramas', ' International Movies']"
4470,Dragon Tiger Gate,['Wilson Yip'],"['Donnie Yen', ' Nicholas Tse', ' Shawn Yue', ' Dong Jie', ' Li Xiaoran', ' Yuen Wah', ' Chen Kuan Tai', ' Xing Yu', ' Vincent Sze', ' Tommy Yuen']","['Action & Adventure', ' International Movies']"
4471,Been So Long,['Tinge Krishnan'],"['Michaela Coel', ' Arinzé Kene', ' George MacKay', ' Ashley Thomas', ' Joe Dempsie', ' Ronke Adekoluejo', ' Luke Norris', ' Mya Lewis']","['Dramas', ' International Movies', ' Music & Musicals']"
4472,Dovlatov,['Aleksey German'],"['Milan Maric', ' Danila Kozlovsky', ' Helena Sujecka', ' Artur Beschastny', ' Anton Shagin', ' Svetlana Khodchenkova', ' Elena Lyadova', ' Piotr Gasowski', ' Eva Gerr', ' Hanna Sleszynska']","['Dramas', ' International Movies']"
4473,Jefe,['Sergio Barrejón'],"['Luis Callejo', ' Juana Acosta', "" Carlo D'Ursi"", ' Josean Bengoetxea', ' Bárbara Santa-Cruz', ' Maica Barroso', ' Adam Jezierski', ' Sergio Quintana']","['Comedies', ' Dramas', ' International Movies']"
4474,Santo Cachón,,,"['Comedies', ' International Movies', ' Romantic Movies']"
4475,Shirkers,['Sandi Tan'],,['Documentaries']
4477,W/O Ram,['Vijay Yelakanti'],"['Lakshmi Manchu', ' Aadarsh Balakrishna', ' Priyadarshi Pullikonda', ' Samrat Reddy', ' Shrikanth Iyyangar', ' Shrusti Dange']","['Dramas', ' International Movies', ' Thrillers']"
4480,Ronnie Coleman: The King,['Vlad Yudin'],['Ronnie Coleman'],['Documentaries']
4481,Baahubali: The Beginning (English Version),['S.S. Rajamouli'],"['Prabhas', ' Rana Daggubati', ' Anushka Shetty', ' Tamannaah Bhatia', ' Sathyaraj', ' Nassar', ' Ramya Krishnan', ' Sudeep']","['Action & Adventure', ' Dramas', ' International Movies']"
4482,ADAM SANDLER 100% FRESH,['Steve Brill'],['Adam Sandler'],['Stand-Up Comedy']
4484,Scorpion King 5: Book of Souls,['Don Michael Paul'],"['Zach McGowan', ' Pearl Thusi', ' Nathan Jones', ' Peter Mensah', ' Katy Louise Saunders', ' Mayling Ng', ' Howard Charles', ' Inge Beckmann']","['Action & Adventure', ' Sci-Fi & Fantasy']"
4486,How to Get Over a Breakup,"['Joanna Lombardi', ' Bruno Ascenzo']","['Gisela Ponce de León', ' Karina Jordán', ' Jely Reátegui', ' Andrés Salas', ' Christopher Von Uckermann', ' Carlos Carlín']","['Comedies', ' International Movies', ' Romantic Movies']"
4490,"Club de Cuervos Presents: I, Potro",['Marcos Bucay'],"['Joaquín Ferreira', ' Marcela Álvarez', ' Benjamín Alfonso', ' Emilia Claudeville', ' Mauricio Llera', ' Sol Gaschetto', ' Martín Seefeld', ' Martín Rocco', ' Gonzalo VIzán']",['Movies']
4491,Derren Brown: Sacrifice,,['Derren Brown'],['Movies']
4492,Gnome Alone,['Peter Lepeniotis'],"['Becky G.', ' Josh Peck', ' Tara Strong', ' Olivia Holt', ' David Koechner', ' Jeff Dunham', ' Patrick Stump', ' Nash Grier', ' Madison De La Garza', ' George Lopez']","['Children & Family Movies', ' Comedies']"
4493,Illang: The Wolf Brigade,['Kim Jee-woon'],"['Gang Dong-won', ' Han Hyo-joo', ' Jung Woo-sung', ' Kim Mu-yeol', ' Han Ye-ri', ' Choi Min-ho', ' Shin Eun-soo', ' Kim Beop-rae', ' Lee Dong-ha', ' Jung Won-joong', ' Choi Jin-ho']","['Action & Adventure', ' International Movies', ' Sci-Fi & Fantasy']"
4496,Naa Bangaaru Talli,['Rajesh Touchriver'],"['Siddique', ' Anjali Patil', ' Lakshmi Menon', ' Nina Kurup', ' Rathna Shekar Reddy', ' Anoop Aravindan']","['Dramas', ' International Movies']"
4497,Oddbods: Party Monsters,,"['Nadia Ramlee', ' Chio Su-Ping', ' Jeremy Linn', ' Marlon Dance-Hooi']",['Movies']
4499,S Storm,['David Lam'],"['Louis Koo', ' Julian Cheung', ' Vic Chou', ' Ada Choi', ' Bowie Lam', ' Dada Chan', ' Janelle Sing', ' Lo Hoi-pang']","['Action & Adventure', ' International Movies']"
4500,The Night Comes for Us,['Timo Tjahjanto'],"['Joe Taslim', ' Iko Uwais', ' Asha Kenyeri Bermudez', ' Sunny Pang', ' Salvita Decorte', ' Abimana Aryasatya', ' Zack Lee', ' Dimas Anggara', ' Julie Estelle', ' Dian Sastrowardoyo']","['Action & Adventure', ' International Movies']"
4502,Mr. Chandramouli,['Thiru'],"['Karthik', ' Gautam Karthik', ' Regina Cassandra', ' Varalakshmi Sarathkumar', ' Santhosh Prathap', ' Mime Gopi', ' J. Mahendran', ' Viji Chandrasekhar']","['Dramas', ' International Movies', ' Thrillers']"
4505,"Ron White: If You Quit Listening, I'll Shut Up",['Tom Forrest'],['Ron White'],['Stand-Up Comedy']
4506,Meghnadbodh Rohoshyo,['Anik Datta'],"['Barun Chanda', ' Sabyasachi Chakraborty']","['Dramas', ' International Movies']"
4507,Sanju,['Rajkumar Hirani'],"['Ranbir Kapoor', ' Vicky Kaushal', ' Paresh Rawal', ' Sonam Kapoor', ' Dia Mirza', ' Jim Sarbh', ' Anushka Sharma', ' Manisha Koirala', ' Boman Irani']","['Dramas', ' International Movies']"
4509,Soorma,['Shaad Ali'],"['Diljit Dosanjh', ' Tapsee Pannu', ' Angad Bedi', ' Kulbhushan Kharbanda', ' Satish Kaushik', ' Vijay Raaz', ' Seema Kaushal', ' Mahabir Bhullar', ' Alka Badola Kaushal', ' Jimmy Moses']","['Dramas', ' International Movies', ' Sports Movies']"
4510,Apostle,['Gareth Evans'],"['Dan Stevens', ' Lucy Boynton', ' Michael Sheen', ' Mark Lewis Jones', ' Bill Milner', ' Kristine Froseth', ' Paul Higgins', ' Richard Elfyn', ' Elen Rhys', "" Ross O'Hennessy""]","['Horror Movies', ' International Movies', ' Thrillers']"
4512,Errementari: The Blacksmith and the Devil,['Paul Urkijo Alijo'],"['Kandido Uranga', ' Uma Bracaglia', ' Eneko Sagardoy', ' Ramón Agirre', ' Josean Bengoetxea', ' Gotzon Sánchez', ' José Ramón Argoitia', ' Gorka Aguinagalde', ' Iñigo de la Iglesia', ' Aitor Urtzelai']","['Horror Movies', ' International Movies', ' Sci-Fi & Fantasy']"
4513,Feminists: What Were They Thinking?,['Johanna Demetrakas'],,"['Documentaries', ' LGBTQ Movies']"
4515,Kuntilanak,['Rizal Mantovani'],"['Sandrinna M Skornicki', ' Aurélie Moeremans', ' Fero Walandouw', ' Andryan Bima', ' Ciara Nadine Brosnan', ' Ali Fikry', ' Adlu Fahrezy', ' Nena Rosier', ' Naufal Ho', ' Aqi Singgih']","['Horror Movies', ' International Movies']"
4516,ReMastered: Who Shot the Sheriff,['Kief Davidson'],,"['Documentaries', ' Music & Musicals']"
4519,The Kindergarten Teacher,['Sara Colangelo'],"['Maggie Gyllenhaal', ' Parker Sevak', ' Gael García Bernal', ' Michael Chernus', ' Anna Baryshnikov', ' Rosa Salazar', ' Ajay Naidu']","['Dramas', ' Independent Movies']"
4522,22 July,['Paul Greengrass'],"['Anders Danielsen Lie', ' Jon Øigarden', ' Jonas Strand Gravli', ' Ola G. Furuseth', ' Maria Bock', ' Thorbjørn Harr', ' Jaden Smith']","['Dramas', ' Thrillers']"
4524,Tales From the Hood 2,"['Rusty Cundieff', ' Darin Scott']","['Keith David', ' Bryan Batt', ' Alexandria Deberry', ' Bill Martin Williams', ' Martin Bats Bradford', ' Kendrick Cross', ' Jasmine Akakpo', ' Kedrick Brown']","['Cult Movies', ' Horror Movies', ' Independent Movies']"
4525,Mo Amer: The Vagabond,['Stan Lathan'],['Mo Amer'],['Stand-Up Comedy']
4526,Pulang,['Kabir Bhatia'],"['Puteri Aishah', ' Remy Ishak', ' Alvin Wong']","['Action & Adventure', ' Dramas', ' International Movies']"
4528,Seven in Heaven,['Chris Eigeman'],"['Travis Tope', ' Haley Ramm', ' Jacinda Barrett', ' Gary Cole', ' Dylan Everett', ' Clark Backo', ' Vinson Tran', ' Paulino Nunes', ' Jeff Clarke']",['Horror Movies']
4532,Malevolent,['Olaf de Fleur'],"['Florence Pugh', ' Ben Lloyd-Hughes', ' Celia Imrie', ' James Cosmo', ' Scott Chambers', ' Georgina Bevan']","['Horror Movies', ' Thrillers']"
4533,Private Life,['Tamara Jenkins'],"['Paul Giamatti', ' Kathryn Hahn', ' Kayli Carter', ' Molly Shannon', ' John Carroll Lynch', "" Denis O'Hare"", ' Desmin Borges', ' Tracee Chimo', ' Siobhan Fallon Hogan', ' Emily Robinson']","['Comedies', ' Dramas', ' Independent Movies']"
4534,Super Monsters Save Halloween,,"['Elyse Maloway', ' Vincent Tong', ' Erin Matthews', ' Andrea Libman', ' Alessandro Juliani', ' Nicole Anthony', ' Diana Kaarina', ' Ian James Corlett', ' Britt McKillip', ' Kathleen Barr']",['Children & Family Movies']
4537,The Black Prince,['Kavi Raz'],"['Satinder Sartaaj', ' Shabana Azmi', ' Jason Flemyng', ' Amanda Root', ' Rup Magon', ' Sophie Stevens', ' Keith Duffy', ' David Essex', ' Leanne Joyce', ' Ranjit Singh Shubh']","['Dramas', ' International Movies']"
4538,Truth or Dare,['Nick Simon'],"['Cassandra Scerbo', ' Brytni Sarpy', ' Mason Dye', ' Harvey Guillen', ' Luke Baines', ' Ricardo Hoyos', ' Alexxis Lemire', ' Christina Masterson', ' Heather Langenkamp']",['Horror Movies']
4539,Death Race: Beyond Anarchy,['Don Michael Paul'],"['Zach McGowan', ' Danny Glover', ' Frederick Koehler', ' Danny Trejo', ' Christine Marzano', ' Cassie Clare', ' Yennis Cheung', ' Lucy Aarden']",['Action & Adventure']
4540,Eric ldle's What About Dick?,"['Eric Idle', ' Aubrey Powell']","['Russell Brand', ' Billy Connolly', ' Tim Curry', ' Eric Idle', ' Eddie Izzard', ' Jane Leeves', ' Jim Piddock', ' Tracey Ullman', ' Sophie Winkleman']","['Comedies', ' Music & Musicals']"
4541,Joe Rogan: Strange Times,['Anthony Giordano'],['Joe Rogan'],['Stand-Up Comedy']
4543,Monty Python Conquers America,['Will Yapp'],"['Graham Chapman', ' Eric Idle', ' Terry Jones', ' Michael Palin', ' Terry Gilliam', ' John Cleese']",['Documentaries']
4544,"Monty Python Live (Mostly): One Down, Five to Go",['Eric Idle'],"['John Cleese', ' Terry Gilliam', ' Eric Idle', ' Terry Jones', ' Michael Palin']",['Comedies']
4545,Monty Python: Before the Flying Circus,['Will Yapp'],"['Graham Chapman', ' Eric Idle', ' Terry Jones', ' Michael Palin', ' Terry Gilliam', ' John Cleese']","['Comedies', ' Documentaries']"
4546,Monty Python: Live at Aspen,,"['Robert Klein', ' John Cleese', ' Terry Gilliam', ' Eric Idle', ' Terry Jones', ' Michael Palin', ' Graham Chapman', ' Eddie Izzard']","['Comedies', ' Documentaries']"
4547,Monty Python: Live at The Hollywood Bowl,"['Terry Hughes', ' Ian MacNaughton']","['Graham Chapman', ' John Cleese', ' Terry Gilliam', ' Eric Idle', ' Terry Jones', ' Michael Palin', ' Neil Innes', ' Carol Cleveland']",['Comedies']
4548,Monty Python: The Meaning of Live,"['Roger Graef', ' James Rogan']","['John Cleese', ' Terry Gilliam', ' Eric Idle', ' Terry Jones', ' Michael Palin', ' Mike Myers', ' Graham Chapman', ' Stephen Hawking']",['Documentaries']
4552,Monty Python's Life of Brian,['Terry Jones'],"['Graham Chapman', ' John Cleese', ' Terry Gilliam', ' Eric Idle', ' Terry Jones', ' Michael Palin', ' Terence Bayler', ' Carol Cleveland']","['Classic Movies', ' Comedies', ' Cult Movies']"
4554,Parrot Sketch Not Included: Twenty Years of Monty Python,['Ian MacNaughton'],"['Steve Martin', ' John Cleese', ' Graham Chapman', ' Terry Gilliam', ' Eric Idle', ' Terry Jones', ' Michael Palin', ' Carol Cleveland', ' Connie Booth']",['Comedies']
4555,The Meaning of Monty Python,['Albert Sharpe'],,['Documentaries']
4556,25 Kille,['Simranjit Singh Hundal'],"['Guggu Gill', ' Yograj Singh', ' Sonia Mann', ' Jimmy Sharma', ' Sapna Bassi', ' Lakha Lakhwinder Singh', ' Sandeep Kaur Sandy', ' Sardar Sohi']","['Action & Adventure', ' Dramas', ' International Movies']"
4557,A Witches' Ball,['Justin G. Dyck'],"['Morgan Neundorf', ' Karen Slater', ' Loukia Ioannou', ' Will Ennis', ' Renee Stein', ' Keith Cooper', ' Paul Mason', ' Lisa Scenna', ' Ashley Rogan']",['Children & Family Movies']
4558,Agyaat,['Ram Gopal Varma'],"['Adesh Bhardwaj', ' Rasika Dugal', ' Joy Fernandes', ' Ravi Kale', ' Ishtiyak Khan', ' Priyanka Kothari', ' Kali Prasad Mukherjee', ' Nitin Reddy', ' Gautam Rode', ' Howard Rosemeyer']","['Horror Movies', ' International Movies']"
4559,Anjaan,['N. Linguswamy'],"['Suriya', ' Samantha Ruth Prabhu', ' Vidyut Jammwal', ' Manoj Bajpayee', ' Soori']","['Action & Adventure', ' Dramas', ' International Movies']"
4560,Bathinda Express,['Deep Joshi'],"['Deep Joshi', ' Jasmine Kaur', ' Mohit Bhaskar', ' Vijay S. Kumar', ' Prince Kanwaljit Singh', ' Tarlochan Singh', ' Harsh Sethi']","['Dramas', ' International Movies', ' Sports Movies']"
4561,Delhi 6,['Rakeysh Omprakash Mehra'],"['Abhishek Bachchan', ' Sonam Kapoor', ' Waheeda Rehman', ' Om Puri', ' Prem Chopra', ' Atul Kulkarni', ' Pavan Malhotra', ' Divya Dutta', ' Deepak Dobriyal', ' Sheeba Chaddha']","['Dramas', ' International Movies']"
4562,Dev.D,['Anurag Kashyap'],"['Abhay Deol', ' Mahie Gill', ' Kalki Koechlin', ' Sindbad Phgura', "" Ammo 'Too Sweet'"", ' Jimi the Quiff', ' Parakh Madan']","['Dramas', ' International Movies', ' Romantic Movies']"
4563,Dil Vil Pyaar Vyaar,['Manjeet Maan'],"['Gurdas Maan', ' Neeru Bajwa', ' Jassi Gill', ' Rajiv Thakur', ' Khushdeed Maan', ' Manav Vij', ' Raj Jhinger', ' Shruti Sodhi', ' Meher Vij']","['International Movies', ' Music & Musicals', ' Romantic Movies']"
4564,Dushman,['Shagufta Rafique'],"['Kartar Cheema', ' Jashan Singh', ' Sakshi Gulati', ' Gulshan Grover', ' Savita Bhatti', ' Yashpal Sharma', ' Mohit Sharma', ' Sukhwinder Sohi']","['Dramas', ' International Movies']"
4565,Ek Main Aur Ekk Tu,['Shakun Batra'],"['Kareena Kapoor', ' Imran Khan', ' Boman Irani', ' Ram Kapoor', ' Ratna Pathak Shah', ' Zenobia Shroff', ' Soniya Mehra', ' Akshat Verma', ' Dana Lewis', ' Rajesh Khattar']","['Comedies', ' International Movies', ' Romantic Movies']"
4566,Freedom at Midnight,['Tinu Pappachan'],"['Antony Varghese', ' Vinayakan', ' Chemban Vinod Jose', ' Tito Wilson', ' Sinoj Varghese', ' Aswathy Manoharan']","['Dramas', ' Independent Movies', ' International Movies']"
4567,Haani,['Amitoj Mann'],"['Sarabjit Cheema', ' Mahreen Kaleka', ' Harbhajan Mann', ' Anuj Sachdeva', ' Rupan Bal', ' Sonia Mann']","['Dramas', ' International Movies', ' Music & Musicals']"
4568,Happy Go Lucky,['Amarpreet G S Chabbra'],"['Amrinder Gill', ' Harish Verma', ' Sumeet Sandhu', ' Gurpreet Guggi', ' B.N. Sharma', ' Praneet Bhatt', ' Kuldeep Sharma']","['Comedies', ' International Movies', ' Music & Musicals']"
4569,Harishchandrachi Factory,['Paresh Mokashi'],"['Nandu Madhav', ' Vibhawari Deshpande', ' Ambarish Deshpande', ' Mohit Gokhale', ' Dilip Joglekar', ' Dheeresh Joshi', ' Ketan Karande', ' Atharva Karve', ' Mayur Khandge', ' Sandip Pathak']","['Dramas', ' International Movies']"
4571,Jagga Jasoos,['Anurag Basu'],"['Ranbir Kapoor', ' Katrina Kaif', ' Saurabh Shukla', ' Saswata Chatterjee', ' Rajatabha Dutta', ' Saravajeet Tiwari']","['Action & Adventure', ' Comedies', ' International Movies']"
4572,Jatt James Bond,['Rohit Jugraj'],"['Gippy Grewal', ' Gurpreet Guggi', ' Zarine Khan']","['Comedies', ' Dramas', ' International Movies']"
4573,Jodhaa Akbar,['Ashutosh Gowariker'],"['Hrithik Roshan', ' Aishwarya Rai Bachchan', ' Sonu Sood', ' Poonam Sinha', ' Suhasini Mulay', ' Ila Arun', ' Raza Murad', ' Kulbhushan Kharbanda', ' Abeer Abrar']","['Action & Adventure', ' Dramas', ' International Movies']"
4574,Judge Singh LLB,['Atharv Baluja'],"['Ravinder Grewal', ' B.N. Sharma', ' Sardar Sohi', ' Chandan Prabhakar', ' Anita Devgan', ' Harpal Singh', ' Hardeep Gill', ' Surbhi Mahendru']","['Comedies', ' Dramas', ' International Movies']"
4575,Kaminey,['Vishal Bhardwaj'],"['Shahid Kapoor', ' Priyanka Chopra', ' Deb Mukherjee', ' Shivkumar Subramaniam', ' Chandan Roy Sanyal', ' Hrishikesh Joshi', ' Amole Gupte', ' Patricia Bull', ' Carlos Paca', ' Eric Santos']","['Dramas', ' International Movies', ' Music & Musicals']"
4576,Khido Khundi,['Rohit Jugraj'],"['Ranjit Bawa', ' Mandy Takhar', ' Manav Vij', ' Elnaaz Norouzi', ' Mahavir Bhullar', ' Guggu Gill', ' Seema Kaushal', ' Sukhbir Singh']","['Dramas', ' International Movies', ' Sports Movies']"
4577,Khoobsurat,['Shashanka Ghosh'],"['Sonam Kapoor', ' Fawad Khan', ' Kiron Kher', ' Ratna Pathak Shah', ' Amir Raza Hussain', ' Ashok Banthia', ' Kaizaad Kotwal', ' Rishabh Chaddha']","['Comedies', ' International Movies', ' Romantic Movies']"
